ilce_adi,mahalle_adi,sulanabilir_alanda_yetistirilen_urunler1,sulanabilir_alanda_yetistirilen_urunler2,sulanabilir_alanda_yetistirilen_urunler3,sulanabilir_alanda_yetistirilen_urunler4,sulanabilir_alanda_yetistirilen_urunler5,sulanabilir_alanda_yetistirilen_urunler6,sulanabilir_alanda_yetistirilen_urunler7,sulanabilir_alanda_yetistirilen_urunler8,sulanabilir_alanda_yetistirilen_urunler9,sulanabilir_alanda_yetistirilen_urunler10
Sarayönü,LADİK,BUĞDAY, ARPA, MISIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,BAHÇESARAY,BUĞDAY, ARPA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,BAŞHÜYÜK,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, PATATES,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,BOYALI,BUĞDAY, ARPA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,BÜYÜKZENGİ,ŞEKER PANCARI, MISIR, ELMA, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,ÇEŞMELİSEBİL,BUĞDAY, ARPA, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,DEĞİRMENLİ,BUĞDAY, ŞEKER PANCARI, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,ERTUĞRUL,ŞEKER PANCARI, MISIR, DOMATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,GÖZLÜ,ŞEKER PANCARI, MISIR, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,KADIOĞLU,BUĞDAY, ARPA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,KARABIYIK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,KARATEPE,ŞEKER PANCARI, MISIR, FASULYE, PATATES,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,KAYIÖREN,MISIR, NOHUT, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,KONAR,BUĞDAY, ARPA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,KURŞUNLU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,KUYULUSEBİL,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,ÖZKENT,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Sarayönü,YENİCEKAYA,MISIR, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,BAŞARAKAVAK,NOHUT, DOMATES, BİBER, PATLICAN, PATATES, SOĞAN,YOK,YOK,YOK,YOK
Selçuklu,SARAYKÖY,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,SULUTAS,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,TATKÖY,BUĞDAY, ARPA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,AKPINAR,BUĞDAY, ARPA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,BAĞRIKURT,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,BİÇER,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,ÇALDERE,BUĞDAY, ARPA, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,ÇALTI,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,ÇANDIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,DAĞDERE,YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,EĞRİBAYAT,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, YONCA,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,GÜVENÇ,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,KALE,ŞEKER PANCARI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,KARAÖMERLER,ŞEKER PANCARI, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,KERVAN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,KINIK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,KIZILCAKUYU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,MEYDAN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,SELAHATTİN,FASULYE, DOMATES, BİBER, PATATES,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,SIZMA,BUĞDAY, ARPA, NOHUT,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,TEPEKENT,ÇİLEK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,ULUMUHSİNE,BUĞDAY, ARPA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,YAZIBELEN,ŞEKER PANCARI, MISIR, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,SİLLE,ELMA, KİRAZ, ÜZÜM, DOMATES, BİBER, PATLICAN, PATATES,YOK,YOK,YOK
Selçuklu,ARDIÇLI,ELMA, KİRAZ, DOMATES, BİBER, PATLICAN, PATATES, SOĞAN,YOK,YOK,YOK
Selçuklu,AŞAĞIPINARBAŞI,ŞEKER PANCARI, AYÇİÇEĞİ, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,YUKARIPINARBAŞI,ŞEKER PANCARI, MISIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,KÜÇÜKMUHSİNE,ELMA, FASULYE, KABAK, DOMATES, PATATES,YOK,YOK,YOK,YOK,YOK
Selçuklu,SARICALAR,BUĞDAY, ARPA, ŞEKER PANCARI, AYÇİÇEĞİ, YONCA,YOK,YOK,YOK,YOK,YOK
Selçuklu,TÖMEK,AYÇİÇEĞİ, YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Selçuklu,YÜKSELEN,ELMA, KİRAZ, ÜZÜM, DOMATES, BİBER, PATATES,YOK,YOK,YOK,YOK
Seydişehir,KESECİK,ARPA, ŞEKER PANCARI, DOMATES, PATATES, ÇEREZLİK KABAK,YOK,YOK,YOK,YOK,YOK
Seydişehir,AKÇALAR,ŞEKER PANCARI, FASULYE, PATATES, ÇEREZLİK KABAK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,AŞAĞIKARAÖREN,ŞEKER PANCARI, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,BAŞKARAÖREN,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,BOSTANDERE,BUĞDAY, ŞEKER PANCARI, DOMATES, BİBER,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,BOYALI,ŞEKER PANCARI, ÇEREZLİK KABAK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,BÜKÇE,FASULYE, PATATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,ÇAT,FASULYE, DOMATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,ÇATMAKAYA,ÇİLEK, FASULYE, DOMATES, PATATES,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,ÇAVUŞ,BUĞDAY, ARPA, ELMA, ÇİLEK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,DİKİLİTAŞ,BUĞDAY, ÇİLEK, PATATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,GEVREKLİ,ŞEKER PANCARI, PATATES, ÇEREZLİK KABAK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,GÖKÇEHÜYÜK,ŞEKER PANCARI, ÇEREZLİK KABAK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,GÖKHÜYÜK,BUĞDAY, ŞEKER PANCARI, MISIR, ÇEREZLİK KABAK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,GÖLYÜZÜ,ŞEKER PANCARI, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,IRMAKLI,ŞEKER PANCARI, PATATES, ÇEREZLİK KABAK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,İNCESU,ŞEKER PANCARI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,KARABULAK,BUĞDAY, ŞEKER PANCARI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,KARACAÖREN,FASULYE, PATATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,KAVAK,DOMATES, PATATES, SOĞAN,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,KETENLİ,KİRAZ, VİŞNE, ÇİLEK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,KIZILCA,FASULYE, DOMATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,KOZLU,FASULYE, DOMATES, PATATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,KUMLUCA,ŞEKER PANCARI, VİŞNE, KAVUN, KARPUZ, PATATES,YOK,YOK,YOK,YOK,YOK
Seydişehir,KURAN,ŞEKER PANCARI, KAVUN, KARPUZ, PATATES,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,MADENLİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,MESUDİYE,ÇİLEK, DOMATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,MURADİYE,ŞEKER PANCARI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,OĞLAKÇI,FASULYE, DOMATES, BİBER,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,ORTAKARAÖREN,ŞEKER PANCARI, MISIR, ÇEREZLİK KABAK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,SARAYCIK,ELMA, KİRAZ, DOMATES, BİBER, PATATES,YOK,YOK,YOK,YOK,YOK
Seydişehir,SUSUZ,ŞEKER PANCARI, FASULYE, ŞEFTALİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,TARAŞÇI,DOMATES, SALATALIK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,TAŞAĞIL,ŞEKER PANCARI, YONCA, FASULYE, PATATES,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,TEPECİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,TOL,ŞEKER PANCARI, DOMATES, BİBER, PATLICAN,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,UFACIK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,YAYLACIK,ÇİLEK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Seydişehir,YENİCE,DOMATES, PATATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Taşkent,AFŞAR,KİRAZ, ÜZÜM, CEVİZ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Taşkent,BALCILAR,ELMA, KİRAZ, ÇİLEK, CEVİZ,YOK,YOK,YOK,YOK,YOK,YOK
Taşkent,BOLAY,ELMA, KİRAZ, ÜZÜM, ÇİLEK, DOMATES, BİBER,YOK,YOK,YOK,YOK
Taşkent,ÇETMİ,ELMA, KİRAZ, ÇİLEK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Taşkent,KECİMEN,KİRAZ, ÜZÜM, ERİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Taşkent,KONGUL,KİRAZ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Taşkent,SAZAK,KİRAZ, CEVİZ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Taşkent,ILICAPINAR,ELMA, KİRAZ, ÜZÜM, ÇİLEK, DOMATES, BİBER, PATATES,YOK,YOK,YOK
Tuzlukçu,KONARI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,MEVLÜTLÜ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,KORAŞI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,ÇÖĞÜRLÜ,ŞEKER PANCARI, AYÇİÇEĞİ, HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,TURSUNLU,ŞEKER PANCARI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,KUNDULLU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,PAZARKAYA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,SUBATAN,ŞEKER PANCARI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,GÜRSU,ŞEKER PANCARI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,ERDOĞDU,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Tuzlukçu,KÖKLÜCE,BUĞDAY, ARPA, MISIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yalıhüyük,SARAY,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yalıhüyük,ARASÖĞÜT,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,KUZÖREN,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,KOÇYAZI,BUĞDAY, ARPA, YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,TURGUT,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,PİRİBEYLİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,SÜLÜKLÜ,BUĞDAY, ARPA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,ALTINÖZ,ŞEKER PANCARI, AYÇİÇEĞİ, PATATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,AYRITEPE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,BEŞIŞIKLI,BUĞDAY, KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,CEBRAİL,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,ÇAYIRBAŞI,BUĞDAY, MISIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,EĞRİKUYU,ŞEKER PANCARI, MISIR, HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,HACIÖMEROĞLU,SOĞAN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,HATIRLI,BUĞDAY, FASULYE, PATATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,HACIFAKILI,ŞEKER PANCARI, MISIR, PATATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,HARUNLAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,HURSUNLU,ŞEKER PANCARI, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,İMAMOĞLU,ŞEKER PANCARI, AYÇİÇEĞİ, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,KARGALI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,KARAYAYLA,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,KILLAR,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,KURTUŞAĞI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,KUYUBAŞI,ŞEKER PANCARI, MISIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,MEŞELİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,ODABAŞI,BUĞDAY, ŞEKER PANCARI, MISIR, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,ORTAKIŞLA,BUĞDAY, ARPA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,ÖZYAYLA,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,SERTLER,ŞEKER PANCARI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,SEVİNÇ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,SIRAM,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,SİNANLI,NOHUT, MERCİMEK, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,YAVAŞLI,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,YEŞİLOBA,ŞEKER PANCARI, MISIR, FASULYE, DOMATES,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,YEŞİLYAYLA,FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,YIĞAR,MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Yunak,SARAY,ŞEKER PANCARI, MISIR, DOMATES, BİBER, PATATES,YOK,YOK,YOK,YOK,YOK
